hpv90_NC_004104.1_3	hpv106_DQ080082.1_3
hpv82_AB027021.1_4	hpv82_AB027021.1_4
hpv90_NC_004104.1_6	hpv90_NC_004104.1_6
hpv90_NC_004104.1_6	hpv106_DQ080082.1_6
hpv82_AB027021.1_5	hpv82_AB027021.1_5
hpv94_AJ620211.1_6	hpv94_AJ620211.1_6
hpv94_AJ620211.1_6	hpv10_NC_001576.1_6
hpv94_AJ620211.1_6	hpv3_X74462.1_7
hpv94_AJ620211.1_6	hpv125_FN547152.2_5
hpv94_AJ620211.1_6	hpvxs2_KC138720.1_6
hpv54_NC_001676.1_4	hpv54_NC_001676.1_4
hpv94_AJ620211.1_4	hpv94_AJ620211.1_4
hpv94_AJ620211.1_4	hpv10_NC_001576.1_4
hpv94_AJ620211.1_4	hpvxs2_KC138720.1_4
hpv94_AJ620211.1_4	hpv125_FN547152.2_3
hpv94_AJ620211.1_4	hpv3_X74462.1_4
hpv59_X77858.1_4	hpv59_X77858.1_4
hpv39_KC470236.1_6	hpv39_KC470236.1_6
hpv39_KC470236.1_6	hpv18_NC_001357.1_8
hpv39_KC470236.1_6	hpv68b_FR751039.1_6
hpv39_KC470236.1_6	hpv59_X77858.1_7
hpv39_KC470236.1_6	hpv68_KC470281.1_6
hpv39_KC470236.1_6	hpv68a_DQ080079.1_6
hpv39_KC470236.1_6	hpv97_DQ080080.1_6
hpv90_NC_004104.1_5	hpv90_NC_004104.1_5
hpv90_NC_004104.1_5	hpv106_DQ080082.1_5
hpv3_X74462.1_6	hpv3_X74462.1_6
hpv16_NC_001526.4_3	hpv16_NC_001526.4_3
hpv87_AJ400628.2_4	hpv87_AJ400628.2_4
hpv87_AJ400628.2_4	hpv86_AF349909.1_4
hpv87_AJ400628.2_4	hpv114_GQ244463.1_4
hpv87_AJ400628.2_4	hpv84_AF293960.1_4
hpv13_X62843.1_5	hpv13_X62843.1_5
hpv90_NC_004104.1_4	hpv90_NC_004104.1_4
hpv18_NC_001357.1_2	hpv18_NC_001357.1_2
hpv18_NC_001357.1_2	hpv97_DQ080080.1_1
hpv54_NC_001676.1_6	hpv54_NC_001676.1_6
hpvxs2_KC138720.1_9	hpvxs2_KC138720.1_9
hpv13_X62843.1_6	hpv13_X62843.1_6
hpv6_FR751330.1_6	hpv6_FR751330.1_6
hpv6_FR751330.1_6	hpv6b_NC_001355.1_7
hpv43_AJ620205.1_5	hpv43_AJ620205.1_5
hpv43_AJ620205.1_2	hpv43_AJ620205.1_2
hpv3_X74462.1_1	hpv3_X74462.1_1
hpv3_X74462.1_1	hpv10_NC_001576.1_1
hpv3_X74462.1_1	hpvxs2_KC138720.1_1
hpv3_X74462.1_1	hpv94_AJ620211.1_1
hpv62_AY395706.1_4	hpv62_AY395706.1_4
hpv67_D21208.1_2	hpv67_D21208.1_2
hpv54_NC_001676.1_3	hpv54_NC_001676.1_3
hpv62_AY395706.1_1	hpv62_AY395706.1_1
hpv62_AY395706.1_1	hpv81_AJ620209.1_1
hpv114_GQ244463.1_2	hpv114_GQ244463.1_2
hpv114_GQ244463.1_2	hpv86_AF349909.1_2
hpv114_GQ244463.1_2	hpv87_AJ400628.2_2
hpv114_GQ244463.1_2	hpv84_AF293960.1_2
hpv102_DQ080083.1_4	hpv102_DQ080083.1_4
hpv102_DQ080083.1_4	hpv83_AF151983.1_4
hpv53_NC_001593.1_9	hpv53_NC_001593.1_9
hpv67_D21208.1_3	hpv67_D21208.1_3
hpv87_AJ400628.2_5	hpv87_AJ400628.2_5
hpv87_AJ400628.2_5	hpv84_AF293960.1_5
hpv87_AJ400628.2_5	hpv114_GQ244463.1_5
hpv87_AJ400628.2_5	hpv86_AF349909.1_5
hpv87_AJ400628.2_5	hpv83_AF151983.1_5
hpv87_AJ400628.2_5	hpv102_DQ080083.1_6
hpv57_X55965.1_7	hpv57_X55965.1_7
hpv67_D21208.1_5	hpv67_D21208.1_5
hpv72b_KJ145795.1_4	hpv72b_KJ145795.1_4
hpv97_DQ080080.1_7	hpv97_DQ080080.1_7
hpv43_AJ620205.1_4	hpv43_AJ620205.1_4
hpv13_X62843.1_3	hpv13_X62843.1_3
hpv13_X62843.1_3	hpv6b_NC_001355.1_3
hpv13_X62843.1_3	hpv6_FR751330.1_3
hpv53_NC_001593.1_6	hpv53_NC_001593.1_6
hpv53_NC_001593.1_2	hpv53_NC_001593.1_2
hpv106_DQ080082.1_2	hpv106_DQ080082.1_2
hpv106_DQ080082.1_2	hpv90_NC_004104.1_2
hpv69_AB027020.1_3	hpv69_AB027020.1_3
